Player,group,Mat,Inns,NO,Runs,HS,Ave,BF,value,lastValue,Hundreds,Fifties,Ducks,year,Player_mod,rank
RD Shah,KENYA,9,9,0,187,55,20.77,353,52.97,63.54,0,2,1,2001,RD Shah (KENYA),35
RD Shah,KENYA,7,7,0,41,27,5.85,85,48.23,52.97,0,0,2,2002,RD Shah (KENYA),37
RD Shah,KENYA,9,9,0,265,61,29.44,438,60.5,48.23,0,2,1,2003,RD Shah (KENYA),28
Rizwan Cheema,CAN,3,3,0,184,89,61.33,138,133.33,133.33,0,2,0,2008,Rizwan Cheema (CAN),1
Rizwan Cheema,CAN,6,6,1,234,94,46.8,175,133.71,133.33,0,2,0,2009,Rizwan Cheema (CAN),2
Rizwan Cheema,CAN,8,8,0,96,61,12,95,101.05,133.71,0,1,1,2010,Rizwan Cheema (CAN),5
RJ Nicol,NZ,3,3,1,131,108,65.5,167,78.44,78.44,1,0,0,2011,RJ Nicol (NZ),23
RJ Nicol,NZ,15,14,0,449,146,32.07,583,77.01,78.44,1,2,1,2012,RJ Nicol (NZ),17
RM Haq,SCOT,13,13,0,357,71,27.46,510,70,70,0,3,0,2007,RM Haq (SCOT),32
RR Patel,KENYA,4,4,0,118,92,29.5,162,72.83,72.83,0,1,0,2010,RR Patel (KENYA),36
RR Watson,SCOT,6,6,2,122,54,30.5,138,88.4,88.4,0,2,2,2008,RR Watson (SCOT),17
RS Bopara,ENG,11,11,0,324,49,29.45,463,69.97,69.97,0,0,1,2009,RS Bopara (ENG),41
RS Kaluwitharana,SL,28,27,1,677,100,26.03,652,103.83,103.83,1,5,5,1996,RS Kaluwitharana (SL),4
RS Kaluwitharana,SL,10,10,0,52,23,5.2,88,59.09,103.83,0,0,5,1997,RS Kaluwitharana (SL),26
RS Kaluwitharana,SL,15,15,0,395,68,26.33,466,84.76,59.09,0,3,0,1998,RS Kaluwitharana (SL),10
RS Kaluwitharana,SL,22,22,2,718,99,35.9,935,76.79,84.76,0,8,2,1999,RS Kaluwitharana (SL),10
RS Kaluwitharana,SL,9,9,0,173,55,19.22,260,66.53,76.79,0,1,1,2000,RS Kaluwitharana (SL),22
RS Kaluwitharana,SL,14,14,1,467,102,35.92,673,69.39,66.53,1,3,2,2001,RS Kaluwitharana (SL),23
RS Kaluwitharana,SL,6,6,0,95,52,15.83,137,69.34,69.39,0,1,0,2002,RS Kaluwitharana (SL),25
RS Kaluwitharana,SL,7,7,1,205,54,34.16,316,64.87,69.34,0,1,0,2003,RS Kaluwitharana (SL),26
RS Mahanama,SL,21,20,3,571,119,33.58,877,65.1,65.1,2,2,1,1994,RS Mahanama (SL),12
RS Mahanama,SL,11,11,1,421,101,42.1,663,63.49,65.1,1,2,1,1995,RS Mahanama (SL),14
RS Morton,WI,7,7,0,255,109,36.42,382,66.75,66.75,1,1,1,2006,RS Morton (WI),31
RS Morton,WI,5,5,2,182,85,60.66,246,73.98,66.75,0,1,0,2009,RS Morton (WI),34
RT Ponting,AUS,3,3,0,120,63,40,134,89.55,89.55,0,1,0,2011,RT Ponting (AUS),12
RV Uthappa,INDIA,7,6,0,181,70,30.16,156,116.02,116.02,0,2,0,2007,RV Uthappa (INDIA),2
